Stimuli,Dosage ,Time point,Cell line,Experiment Type,lncRNA name as in article,NCBI_Gene_symbol,Ensembl_id,Foldchange,Expression,PubMed_ID,Reference
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-144C9.1,,ENSG00000241526,0.243019295,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-451G4.4,PABPC1P10,ENSG00000239443,0.318186024,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-294L13.1,MRE11P1,ENSG00000242537,0.247275127,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP1-74B13.1,RPL29P25,ENSG00000241286,0.456442054,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-174O3.4,MROH3P,ENSG00000242613,0.245067081,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,MT-ND4L,MTND4LP3,ENSG00000239632,0.408880508,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-615J4.2,ATP6V0CP2,ENSG00000244142,0.439044451,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-646E18.1,RPL7L1P8,ENSG00000228766,0.447661399,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-299J3.6,,ENSG00000242531,0.377838431,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-333A23.2,,ENSG00000241105,0.411927917,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTC-232H10.1,,ENSG00000243744,0.448553594,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2501O3.2,SYPL1P1,ENSG00000243154,0.385572346,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC079354.4,DAZAP2P1,ENSG00000223825,0.498415388,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-278J6.1,RPL7P21,ENSG00000231579,0.457698624,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-490G8.1,,ENSG00000241556,0.378368563,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-6I2.1,RPS3AP32,ENSG00000240047,0.301537264,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,DPY19L2P4,DPY19L2P4,ENSG00000235436,0.370099403,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-170N16.1,,ENSG00000244083,0.385505309,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-101K23.1,,ENSG00000239397,0.397499253,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC114755.2,RPS21P2,ENSG00000230353,0.448993709,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,HS6ST1P,HS6ST1P1,ENSG00000187952,0.402833304,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,TRBV8-1,TRBV8-1,ENSG00000243889,0.387190124,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC009299.5,MXRA7P1,ENSG00000232320,0.347706657,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,ATCD1,ATP6V0CP1,ENSG00000230201,0.385410026,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-342F17.1,,ENSG00000213755,0.419952656,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTC-398G3.1,,ENSG00000213304,0.392883651,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-221E20.4,MARK3P3,ENSG00000243022,0.399031312,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,MT-CO3,MTCO3P35,ENSG00000242836,0.147358184,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-598P12.1,HSPA8P9,ENSG00000241478,0.305923842,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-560O15.1,PPP1R11P1,ENSG00000236216,0.413308876,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,ZNF767,ZNF767P,ENSG00000133624,0.30546999,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-964E11.1,RPL29P3,ENSG00000243730,0.48756899,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CDC20P,CDC20P1,ENSG00000231007,0.434261683,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-320N7.1,,ENSG00000242444,0.117962477,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GHc-210E9.2,YWHAQP8,ENSG00000231643,0.464959771,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GAPDHP22,GAPDHP22,ENSG00000234005,0.215496741,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,KB-1589B1.1,RPS23P1,ENSG00000243504,0.451667042,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-80H8.5,PBX2P1,ENSG00000244171,0.360631984,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-396J17.1,,ENSG00000242276,0.464734224,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-34P13.11,,ENSG00000268903,0.198463681,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC011816.4,OR7E121P,ENSG00000224858,0.465028637,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-335K5.1,RPL18P11,ENSG00000213307,0.461876825,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,FXYD8,FXYD6P3,ENSG00000182707,0.36283654,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-627K11.1,,ENSG00000243517,0.498223683,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-452G18.1,,ENSG00000213779,0.456737546,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC072052.7,,ENSG00000231359,0.242808616,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-81P15.2,PPATP1,ENSG00000241293,0.433936734,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-572H4.2,SLC25A6P2,ENSG00000232203,0.463605722,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GPR79,GPR79,ENSG00000232374,0.179261059,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-174O3.1,,ENSG00000240882,0.143004444,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC093162.5,,ENSG00000246575,0.443772238,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2313D3.1,,ENSG00000248699,0.329252306,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC004066.2,PIMREGP2,ENSG00000216425,0.320902635,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2049O17.1,,ENSG00000248185,0.445241883,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-93I21.1,TECRP2,ENSG00000248565,0.322508851,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-292B1.1,MESTP3,ENSG00000250927,0.31316834,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC011551.1,GAPDHP38,ENSG00000249210,0.498804938,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-433B3.1,RNF14P2,ENSG00000250594,0.435924922,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-675M1.1,PGAM1P9,ENSG00000249255,0.318541062,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2037L6.1,PGAM1P1,ENSG00000248271,0.266558408,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-397D21.1,,ENSG00000250229,0.255698327,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-9G1.2,R3HDM2P1,ENSG00000248735,0.340150783,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-522B15.2,PGAM1P12,ENSG00000250825,0.289814087,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,HSP90AA4P,HSP90AB3P,ENSG00000183199,0.38960196,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2233C11.3,TOMM40P3,ENSG00000249360,0.191505725,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,BCRL4,BCRP4,ENSG00000215456,0.453231557,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2195M15.1,,ENSG00000249577,0.293296073,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP13-588I20.1,FKBP4P1,ENSG00000251463,0.366911725,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTC-512J14.7,,ENSG00000184188,0.216374471,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC006230.3,RNPS1P1,ENSG00000250896,0.287763458,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-395I6.1,,ENSG00000248977,0.231273908,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,TNXA,TNXA,ENSG00000248290,0.486729183,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-333E13.4,,ENSG00000205794,0.416516721,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-562F9.1,PMPCAP1,ENSG00000248817,0.370269465,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-302F12.7,MTND4LP22,ENSG00000248133,0.377169436,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,GLUDP3,GLUD1P3,ENSG00000250959,0.295454684,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2345M20.1,HSPA8P11,ENSG00000248159,0.224378374,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2227C6.1,ST13P12,ENSG00000248400,0.328471226,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2272G21.3,,ENSG00000250319,0.401807943,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-93K22.9,ENPP7P3,ENSG00000248618,0.457302448,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-63H19.2,MTCYBP16,ENSG00000251385,0.43237391,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC068134.4,DIS3L2P1,ENSG00000223788,0.311894068,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-93K22.1,,ENSG00000248459,0.31488131,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-556O5.1,ENPP7P1,ENSG00000249188,0.479116968,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2516K3.3,,ENSG00000248586,0.43131441,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-302F12.5,MTCO3P44,ENSG00000248654,0.329182669,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,AC090958.5,,ENSG00000251038,0.470960571,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-124O5.1,MSNP1,ENSG00000251593,0.236189599,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-293A21.2,PIMREGP4,ENSG00000248340,0.220089332,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-15B17.2,,ENSG00000250403,0.414388377,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTC-281M20.3,,ENSG00000248293,0.413931562,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CH17-12M21.1,,ENSG00000176183,0.20557331,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-263F19.1,HNRNPA3P13,ENSG00000250826,0.377968332,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-397E7.2,,ENSG00000250202,0.414956579,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-219G10.2,ICE2P1,ENSG00000248880,0.316664956,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-889L3.4,,ENSG00000251211,0.388959161,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-2613O8.1,,ENSG00000248853,0.265998125,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-159J3.1,GAPDHP35,ENSG00000250982,0.493399864,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-704P17.1,GAPDHP44,ENSG00000213352,0.236484889,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-44N17.1,GAPDHP30,ENSG00000183663,0.483815828,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTD-3065A13.1,DCAF13P2,ENSG00000250816,0.40123315,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,OR52H2P,OR52H2P,ENSG00000248553,0.493928873,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-1J11.1,,ENSG00000249170,0.242500461,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-627H22.10,MTND4P8,ENSG00000248548,0.356590587,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-304F15.5,,ENSG00000249176,0.496262966,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,RP11-803B1.5,ALG1L6P,ENSG00000238278,0.490527666,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,CTB-40H15.2,HNRNPKP5,ENSG00000250662,0.217233074,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,MGC2752, CENPBD1P1 ,ENSG00000213753,0.14504773,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,LOC339524, LINC01140, ENSG00000267272,0.191566367,Downregulation,23220233,Table S3
Enterovirus 71 (GDFS-3 strain of EV 71),10^2 TCID50/mL , 24 hrs,RD Human embryonal rhabdomyosarcoma cells,Microarray,LOC25845, PP7080, ENSG00000188242,0.181546522,Downregulation,23220233,Table S3
